Start,End,11113bus,11113car,11113motorbike,11113truck,11212bus,11212car,11212motorbike,11212truck,11323bus,11323car,11323motorbike,11323truck,21131bus,21131car,21131motorbike,21131truck,21213bus,21213car,21213motorbike,21213truck,12223person,22143person
06:00:00,06:15:00,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0
06:15:00,06:30:00,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0
06:30:00,06:45:00,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0
06:45:00,07:00:00,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,6,0
07:00:00,07:15:00,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,3,0
07:15:00,07:30:00,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0
07:30:00,07:45:00,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,4,0
07:45:00,08:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
08:00:00,08:15:00,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
08:15:00,08:30:00,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0
08:30:00,08:45:00,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0
08:45:00,09:00:00,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
09:00:00,09:15:00,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,5,0
09:15:00,09:30:00,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,5,0
09:30:00,09:45:00,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,2,0
09:45:00,10:00:00,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0
10:00:00,10:15:00,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0
10:15:00,10:30:00,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0
10:30:00,10:45:00,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,1,0
10:45:00,11:00:00,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0
11:00:00,11:15:00,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,4,0
11:15:00,11:30:00,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,9,0
11:30:00,11:45:00,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0
11:45:00,12:00:00,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,15,0
12:00:00,12:15:00,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,9,0
12:15:00,12:30:00,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0
12:30:00,12:45:00,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0
12:45:00,13:00:00,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,7,0
13:00:00,13:15:00,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,13,0
13:15:00,13:30:00,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0
13:30:00,13:45:00,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0
13:45:00,14:00:00,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0
14:00:00,14:15:00,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0
14:15:00,14:30:00,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0
14:30:00,14:45:00,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,0
14:45:00,15:00:00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0
15:00:00,15:15:00,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,0
15:15:00,15:30:00,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,19,0
15:30:00,15:45:00,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,16,0
15:45:00,16:00:00,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0
16:00:00,16:15:00,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,19,0
16:15:00,16:30:00,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0
16:30:00,16:45:00,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,17,0
16:45:00,17:00:00,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0
17:00:00,17:15:00,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0
