Start,End,11113bus,11113car,11113motorbike,11113truck,11212bus,11212car,11212motorbike,11212truck,11323bus,11323car,11323motorbike,11323truck,21131bus,21131car,21131motorbike,21131truck,21213bus,21213car,21213motorbike,21213truck,12223person,22143person
05:30:00,05:45:00,0,68,0,2,0,7,0,0,0,12,0,2,2,37,0,5,0,1,0,1,9,19
05:45:00,06:00:00,0,90,0,1,0,15,0,1,0,19,0,1,0,27,0,1,0,2,0,0,15,43
06:00:00,06:15:00,1,93,0,2,0,7,0,0,0,27,0,2,0,38,0,0,0,2,0,1,18,36
06:15:00,06:30:00,1,105,0,7,0,10,0,0,0,30,0,1,0,38,0,1,0,0,0,0,23,43
06:30:00,06:45:00,0,115,0,4,0,12,0,0,0,26,0,3,2,24,0,1,0,3,0,0,16,55
06:45:00,07:00:00,3,92,0,6,0,12,0,0,0,34,0,3,2,12,0,1,0,3,0,1,38,48
07:00:00,07:15:00,0,123,0,10,0,11,0,0,0,37,1,5,0,12,0,4,0,3,0,0,28,58
07:15:00,07:30:00,0,102,0,6,0,19,0,2,0,38,0,3,4,49,0,9,0,1,0,3,30,48
07:30:00,07:45:00,0,91,0,5,0,22,0,0,0,29,0,2,6,60,0,3,1,0,0,0,26,64
07:45:00,08:00:00,0,122,0,4,0,20,0,0,0,32,0,5,3,42,0,7,0,1,0,0,25,47
08:00:00,08:15:00,0,138,0,8,0,19,0,0,0,39,0,3,7,112,0,6,0,2,0,3,26,63
08:15:00,08:30:00,0,170,0,5,0,19,0,0,0,45,0,6,4,231,0,20,0,5,0,2,22,71
08:30:00,08:45:00,0,166,0,12,0,10,0,0,0,26,0,5,2,58,1,9,0,3,0,1,12,47
08:45:00,09:00:00,0,134,0,11,0,22,0,0,0,40,0,3,5,38,0,4,0,4,0,1,25,62
09:00:00,09:15:00,3,186,0,11,0,21,0,0,0,47,0,1,7,155,2,16,3,9,0,4,26,66
09:15:00,09:30:00,2,175,0,11,0,22,0,0,0,20,0,7,3,144,1,11,0,1,0,2,25,65
09:30:00,09:45:00,1,234,0,14,0,12,0,1,0,18,1,3,5,51,0,10,0,3,0,1,30,46
09:45:00,10:00:00,1,231,0,12,0,23,0,1,0,51,0,2,5,47,0,9,0,3,0,0,22,49
10:00:00,10:15:00,1,245,0,12,0,20,0,0,0,38,0,1,1,49,0,3,0,4,0,0,25,62
10:15:00,10:30:00,6,296,0,13,0,27,0,0,0,23,0,3,4,50,1,4,1,3,0,0,27,53
10:30:00,10:45:00,2,295,0,8,0,40,0,1,0,27,0,2,4,74,0,7,0,3,0,1,20,77
10:45:00,11:00:00,5,310,0,13,0,36,0,1,0,37,0,5,6,43,0,11,0,6,0,1,36,72
11:00:00,11:15:00,2,308,0,12,1,61,0,2,0,43,0,6,3,79,2,4,0,4,0,0,25,53
11:15:00,11:30:00,3,332,0,7,0,69,0,0,0,41,0,4,4,68,0,9,1,1,0,2,30,77
11:30:00,11:45:00,7,326,0,8,0,78,0,0,0,48,0,4,4,91,0,9,2,9,0,2,30,52
11:45:00,12:00:00,1,296,0,9,0,84,0,2,0,60,0,4,3,36,0,3,0,7,0,1,33,87
12:00:00,12:15:00,5,320,0,9,0,81,0,0,0,52,0,1,8,127,0,12,1,5,0,2,43,74
12:15:00,12:30:00,2,291,0,12,0,64,0,1,0,51,1,3,5,99,0,14,1,6,0,1,33,84
12:30:00,12:45:00,2,353,0,18,0,59,0,1,0,34,0,8,6,80,0,5,0,7,0,4,27,59
12:45:00,13:00:00,3,309,0,12,0,44,0,2,0,54,0,5,2,47,1,9,0,9,0,5,33,66
13:00:00,13:15:00,3,277,0,8,0,64,0,0,0,31,0,4,6,45,0,5,1,12,0,1,19,48
13:15:00,13:30:00,3,321,0,8,0,56,0,1,0,50,0,3,6,56,0,4,0,9,0,1,55,99
13:30:00,13:45:00,3,337,0,7,0,64,0,2,0,48,0,2,3,72,1,9,0,2,0,1,55,89
13:45:00,14:00:00,4,351,0,14,0,67,0,0,0,44,0,4,3,76,0,8,0,4,0,0,44,74
14:00:00,14:15:00,3,317,0,9,0,45,0,2,0,56,0,5,4,146,0,11,1,3,0,1,22,77
14:15:00,14:30:00,3,350,0,8,0,47,0,0,0,47,0,3,6,101,2,8,0,3,0,0,28,45
14:30:00,14:45:00,6,316,0,15,0,44,0,0,0,33,0,5,2,64,0,5,0,4,0,0,29,64
14:45:00,15:00:00,3,354,0,23,0,44,0,1,0,34,0,2,7,101,1,9,1,7,0,1,19,46
15:00:00,15:15:00,3,329,0,20,1,55,0,0,0,37,0,2,4,165,0,15,1,2,0,0,34,50
15:15:00,15:30:00,6,345,1,11,0,58,1,0,0,30,0,4,2,99,0,5,0,3,0,0,26,73
15:30:00,15:45:00,6,386,0,12,0,45,0,1,0,37,0,1,4,96,0,10,0,3,0,0,19,41
15:45:00,16:00:00,7,368,0,9,0,54,0,0,0,28,0,2,3,164,0,6,0,6,0,1,27,84
16:00:00,16:15:00,5,385,0,5,0,53,0,0,0,29,0,1,4,55,0,4,0,1,0,0,26,60
16:15:00,16:30:00,2,355,0,3,0,60,0,1,0,35,0,3,4,15,0,0,1,4,0,0,28,62
16:30:00,16:45:00,4,369,0,9,0,70,0,0,0,27,0,2,6,35,0,4,0,14,0,0,31,53
16:45:00,17:00:00,5,339,0,6,0,57,0,1,0,37,0,2,1,18,0,0,0,6,0,0,29,64
17:00:00,17:15:00,4,313,0,4,0,52,0,1,0,42,0,4,0,41,0,0,0,4,0,0,48,97
17:15:00,17:30:00,1,362,0,8,0,45,0,0,0,32,0,1,0,18,0,0,0,8,0,0,36,78
17:30:00,17:45:00,5,346,0,1,0,59,0,0,0,35,0,2,0,12,0,0,0,8,0,6,40,80
17:45:00,18:00:00,4,407,0,3,0,96,0,0,0,45,0,1,4,87,0,2,0,5,0,0,54,102
18:00:00,18:15:00,7,284,0,0,0,68,0,0,0,25,0,2,1,39,0,0,0,5,0,1,54,126
18:15:00,18:30:00,2,257,0,0,0,41,0,0,0,14,1,1,3,19,0,2,0,5,0,1,60,106
18:30:00,18:45:00,1,226,0,1,0,51,0,1,0,9,0,0,1,115,0,1,0,2,0,0,59,130
18:45:00,19:00:00,5,217,0,0,0,50,0,0,0,17,0,0,4,109,0,1,0,13,0,0,56,123
19:00:00,19:15:00,1,183,0,0,0,32,0,0,0,6,0,2,2,62,0,0,0,2,0,1,38,110
19:15:00,19:30:00,4,209,0,0,0,29,0,0,0,11,0,0,0,86,0,0,0,3,0,0,36,108
19:30:00,19:45:00,3,180,0,4,0,44,0,0,0,11,0,2,2,31,0,0,0,4,0,1,51,99
19:45:00,20:00:00,2,192,0,3,0,36,0,0,0,14,0,0,2,53,0,1,1,5,0,0,26,79
20:00:00,20:15:00,1,168,0,1,0,21,0,0,0,8,0,2,2,72,0,0,0,3,0,0,39,96
20:15:00,20:30:00,3,149,0,3,0,35,0,0,0,11,0,0,3,31,0,1,0,5,0,0,23,61
20:30:00,20:45:00,2,171,0,4,0,38,0,0,0,13,0,0,3,47,1,0,0,2,0,0,9,28
20:45:00,21:00:00,1,172,0,1,0,39,0,0,0,11,0,0,2,44,0,0,0,2,0,0,22,75
21:00:00,21:15:00,3,150,0,3,0,17,0,0,0,14,0,1,2,42,0,0,0,2,0,0,24,62
21:15:00,21:30:00,2,165,0,1,0,25,0,0,0,13,0,0,3,51,0,0,0,2,0,0,17,53
21:30:00,21:45:00,2,137,0,0,0,30,0,0,0,14,0,0,1,35,1,0,0,1,0,0,13,28
21:45:00,22:00:00,1,128,0,3,0,32,0,0,0,12,0,0,2,36,0,0,0,3,0,0,18,39
22:00:00,22:15:00,2,95,0,2,0,29,0,0,0,12,0,1,1,31,0,0,0,3,0,0,11,24
22:15:00,22:30:00,2,103,0,0,0,15,0,0,0,8,0,0,2,36,1,1,0,2,0,0,18,27
22:30:00,22:45:00,2,84,0,0,0,15,0,0,0,5,0,1,2,37,0,0,1,2,0,0,6,15
22:45:00,23:00:00,3,96,0,1,0,17,0,0,0,16,0,0,1,17,1,0,0,1,0,0,2,7
23:00:00,23:15:00,0,71,0,1,0,12,0,0,0,3,0,1,1,27,0,0,0,1,0,0,1,10
23:15:00,23:30:00,4,62,0,0,0,16,0,0,0,10,1,1,1,13,0,1,0,0,0,0,3,6
23:30:00,23:45:00,3,63,0,1,0,17,0,0,0,11,0,0,0,15,0,0,0,2,0,0,5,3
23:45:00,24:00:00,2,35,0,0,0,13,0,0,0,15,0,0,0,14,0,0,0,1,0,0,2,22
