Start,End,11113bus,11113car,11113motorbike,11113truck,11212bus,11212car,11212motorbike,11212truck,11323bus,11323car,11323motorbike,11323truck,21131bus,21131car,21131motorbike,21131truck,21213bus,21213car,21213motorbike,21213truck,12223person,22143person
06:00:00,06:15:00,2,99,0,3,0,19,0,0,0,31,0,3,0,45,0,8,0,1,0,1,15,42
06:15:00,06:30:00,1,104,0,5,0,10,0,1,0,26,0,3,1,45,0,0,0,2,0,0,15,46
06:30:00,06:45:00,0,136,0,4,0,19,0,0,0,27,0,2,0,18,0,1,0,1,0,3,16,36
06:45:00,07:00:00,1,139,0,11,0,27,0,0,0,25,0,3,3,26,0,2,0,1,0,1,20,44
07:00:00,07:15:00,2,104,0,15,0,34,0,0,0,37,0,3,3,46,0,4,1,2,0,2,19,41
07:15:00,07:30:00,0,111,0,12,0,22,0,0,0,33,0,2,3,41,1,4,0,0,0,1,19,42
07:30:00,07:45:00,1,85,0,5,0,15,0,0,0,35,0,3,7,91,0,14,0,1,0,3,31,45
07:45:00,08:00:00,2,126,0,13,0,22,0,0,0,37,0,2,1,55,0,7,0,5,0,1,19,49
08:00:00,08:15:00,0,146,0,6,0,16,0,0,0,40,0,3,2,70,0,6,0,2,0,1,20,36
08:15:00,08:30:00,0,108,0,4,0,11,0,0,0,41,0,6,4,120,0,17,0,5,0,0,28,56
08:30:00,08:45:00,0,104,0,2,0,17,0,0,0,29,0,4,5,213,0,12,0,2,0,0,29,41
08:45:00,09:00:00,0,139,0,5,0,30,0,0,0,31,0,2,2,98,1,11,0,7,0,0,20,55
09:00:00,09:15:00,1,174,0,11,0,16,0,0,0,30,0,4,6,102,0,12,2,3,0,1,13,38
09:15:00,09:30:00,1,150,0,10,0,22,0,1,0,37,0,8,5,70,0,7,0,2,0,3,12,39
09:30:00,09:45:00,1,180,0,13,0,22,0,0,0,47,0,6,5,71,0,6,0,7,0,1,24,52
09:45:00,10:00:00,1,225,0,12,0,29,0,0,0,48,0,2,5,62,0,8,0,4,0,1,36,40
10:00:00,10:15:00,2,197,0,8,0,25,0,0,0,33,0,8,4,47,0,7,0,6,0,1,29,62
10:15:00,10:30:00,4,259,1,13,0,22,0,0,0,30,0,0,5,90,1,11,0,1,0,0,12,41
10:30:00,10:45:00,3,242,0,10,0,33,0,1,0,43,0,1,8,38,0,5,0,5,0,0,26,58
10:45:00,11:00:00,3,275,3,11,0,44,0,0,0,41,0,4,4,44,1,10,0,9,0,1,25,54
11:00:00,11:15:00,3,247,2,11,0,58,0,0,0,48,1,2,4,68,1,9,0,3,0,0,34,61
11:15:00,11:30:00,5,271,0,10,0,72,0,0,0,50,0,3,6,84,0,13,0,2,0,1,31,60
11:30:00,11:45:00,4,273,0,13,0,62,0,0,0,48,0,3,3,120,0,18,1,4,0,1,38,67
11:45:00,12:00:00,3,272,0,6,0,70,0,0,0,45,0,4,10,94,0,6,0,4,0,1,37,73
12:00:00,12:15:00,5,305,0,10,0,82,0,2,0,46,0,3,3,49,0,7,1,5,0,0,32,69
12:15:00,12:30:00,6,256,0,11,0,68,0,0,0,54,0,4,2,41,0,5,0,6,0,2,15,53
12:30:00,12:45:00,4,305,0,14,1,89,0,3,0,48,0,3,6,60,0,7,1,3,0,2,42,69
12:45:00,13:00:00,4,258,0,14,0,66,0,0,0,61,0,3,5,57,1,3,1,5,0,1,24,70
13:00:00,13:15:00,4,277,0,8,0,71,0,2,0,51,0,5,5,89,0,6,0,14,0,2,37,59
13:15:00,13:30:00,5,275,0,11,0,51,0,0,0,44,0,4,5,63,0,7,1,7,0,4,39,85
13:30:00,13:45:00,2,261,0,10,0,62,0,1,0,44,0,4,10,65,0,8,0,8,0,1,40,64
13:45:00,14:00:00,3,260,0,11,0,52,0,3,0,34,0,2,5,60,1,5,0,5,0,1,38,59
14:00:00,14:15:00,4,255,0,15,0,48,0,5,0,54,0,7,2,67,0,9,0,4,0,1,15,65
14:15:00,14:30:00,7,240,0,14,1,61,0,2,0,47,0,2,5,105,0,9,1,3,0,0,29,58
14:30:00,14:45:00,3,267,0,9,0,38,0,3,0,29,0,6,2,68,0,2,0,5,0,1,42,60
14:45:00,15:00:00,6,295,0,10,0,57,0,1,0,35,1,3,7,91,0,8,0,1,0,1,33,56
15:00:00,15:15:00,2,115,0,2,0,9,0,0,0,19,0,1,0,77,0,2,0,2,0,0,12,15
15:15:00,15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:30:00,15:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:45:00,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:00:00,16:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:15:00,16:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:30:00,16:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:45:00,17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:00:00,17:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:15:00,17:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:30:00,17:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45:00,18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:00:00,18:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
18:15:00,18:30:00,1,158,0,0,0,26,0,0,0,11,0,0,0,60,0,1,0,5,0,0,39,70
18:30:00,18:45:00,1,83,0,0,0,21,0,0,0,11,0,0,0,107,1,0,0,2,0,0,36,98
18:45:00,19:00:00,1,117,0,0,0,16,0,0,0,11,0,1,6,114,0,0,1,7,0,0,20,77
19:00:00,19:15:00,1,108,0,2,0,15,0,0,0,9,0,1,1,45,0,2,0,3,0,1,23,47
19:15:00,19:30:00,0,86,0,0,0,12,0,0,0,6,0,0,1,35,0,0,0,2,0,0,13,42
19:30:00,19:45:00,3,143,0,1,0,19,0,0,0,8,0,0,2,29,0,1,0,1,0,0,17,41
19:45:00,20:00:00,1,126,0,0,0,22,0,0,0,11,0,0,3,48,0,0,0,2,0,0,9,52
20:00:00,20:15:00,4,136,0,0,0,21,0,0,0,4,0,0,1,38,0,0,0,1,0,0,12,37
20:15:00,20:30:00,0,133,0,0,0,14,0,0,0,8,0,0,2,61,0,0,0,2,0,0,7,16
20:30:00,20:45:00,0,124,0,1,0,17,0,0,0,6,0,1,2,15,0,0,0,5,0,1,17,38
20:45:00,21:00:00,1,135,0,1,0,14,0,0,0,8,0,1,2,43,0,0,0,6,0,0,15,27
21:00:00,21:15:00,2,112,0,1,0,13,0,0,0,5,0,1,1,25,0,0,0,1,0,0,4,8
21:15:00,21:30:00,2,119,0,2,0,21,0,0,0,6,0,0,2,32,2,1,0,1,0,0,2,17
21:30:00,21:45:00,2,89,0,0,0,10,0,0,0,7,0,1,1,27,0,0,0,0,0,0,4,6
21:45:00,22:00:00,4,88,0,0,0,7,0,0,0,4,0,0,2,4,0,0,1,0,0,0,0,0
22:00:00,22:15:00,3,85,0,0,0,8,0,0,0,5,0,0,2,8,0,0,0,1,0,0,5,12
22:15:00,22:30:00,2,57,0,0,0,7,0,0,0,5,0,1,2,15,0,1,0,0,0,0,0,7
22:30:00,22:45:00,2,54,0,1,0,3,0,0,0,2,0,0,1,9,0,0,0,0,0,1,0,0
22:45:00,23:00:00,1,38,0,1,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,1,7
23:00:00,23:15:00,1,28,0,0,0,4,0,0,0,2,0,2,1,8,0,0,0,0,0,0,0,0
23:15:00,23:30:00,4,22,0,0,0,4,0,0,0,2,0,0,1,6,0,0,0,1,0,0,1,2
23:30:00,23:45:00,1,17,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0
23:45:00,24:00:00,3,23,0,1,0,6,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0
