Start,End,11113bus,11113car,11113motorbike,11113truck,11212bus,11212car,11212motorbike,11212truck,11323bus,11323car,11323motorbike,11323truck,21131bus,21131car,21131motorbike,21131truck,21213bus,21213car,21213motorbike,21213truck,12223person,22143person
12:15:00,12:30:00,4,257,0,9,0,71,0,1,0,58,0,5,7,77,0,11,0,3,0,0,31,68
12:30:00,12:45:00,2,292,0,15,0,64,0,0,0,47,0,5,4,96,0,6,0,6,0,0,34,64
12:45:00,13:00:00,3,262,0,8,0,78,0,2,0,49,0,4,3,64,0,3,1,4,0,1,30,89
13:00:00,13:15:00,4,268,0,4,0,56,1,0,0,48,0,2,4,73,0,10,0,5,0,0,40,76
13:15:00,13:30:00,5,289,2,16,0,64,0,1,0,42,0,3,4,76,1,10,0,6,0,0,33,71
13:30:00,13:45:00,4,276,0,7,2,61,0,2,0,52,0,2,5,51,1,5,0,7,0,3,36,62
13:45:00,14:00:00,2,276,0,10,0,70,0,0,0,35,0,3,1,53,0,4,0,4,0,1,31,55
14:00:00,14:15:00,2,237,0,7,0,60,0,0,0,57,0,4,6,69,0,10,0,3,0,0,29,86
14:15:00,14:30:00,3,277,0,14,0,53,0,2,0,29,0,2,3,103,1,12,0,4,0,1,35,92
14:30:00,14:45:00,1,278,0,13,0,46,0,2,0,38,0,5,4,80,0,4,0,4,0,1,39,75
14:45:00,15:00:00,4,304,0,7,0,43,0,0,0,35,0,2,7,106,0,7,1,4,0,0,36,77
15:00:00,15:15:00,2,289,0,11,0,47,0,1,0,23,0,6,2,224,0,20,0,2,0,0,37,57
15:15:00,15:30:00,7,273,0,10,0,53,0,1,0,46,0,1,3,140,0,14,1,4,0,0,41,84
15:30:00,15:45:00,5,381,0,10,0,53,0,1,0,31,0,4,3,181,0,15,0,6,0,0,26,49
15:45:00,16:00:00,4,323,0,4,0,61,0,0,0,41,0,4,3,221,0,21,0,5,0,1,36,80
16:00:00,16:15:00,3,375,0,6,0,57,0,1,0,35,0,3,7,190,0,21,1,6,0,1,37,65
16:15:00,16:30:00,4,362,0,8,0,50,0,0,0,34,1,3,1,71,0,5,1,3,0,1,44,83
16:30:00,16:45:00,4,343,0,9,0,52,0,0,0,28,0,3,6,192,0,9,0,6,0,1,21,55
16:45:00,17:00:00,2,371,0,4,0,50,0,1,0,20,0,2,6,156,0,14,0,6,0,0,37,66
17:00:00,17:15:00,5,368,0,7,0,62,0,1,0,42,0,6,5,91,0,4,0,10,0,0,28,70
17:15:00,17:30:00,4,355,0,3,0,35,0,0,0,21,0,1,0,106,0,2,0,7,0,0,24,43
17:30:00,17:45:00,10,345,0,1,0,60,0,1,0,7,0,1,1,29,0,0,0,2,0,0,34,53
17:45:00,18:00:00,3,329,0,0,0,61,0,0,0,24,0,1,1,16,0,1,0,4,0,0,39,59
18:00:00,18:15:00,6,226,0,0,0,21,0,0,0,18,0,0,4,62,0,0,0,4,0,0,27,80
18:15:00,18:30:00,0,164,0,0,0,29,0,0,0,15,0,1,3,21,0,0,0,4,0,0,25,55
18:30:00,18:45:00,4,140,0,0,0,21,0,0,0,7,0,0,1,59,0,0,0,6,0,0,15,73
18:45:00,19:00:00,1,128,0,1,0,16,0,0,0,10,0,0,2,73,0,1,0,6,0,0,30,86
19:00:00,19:15:00,1,81,0,0,0,16,0,0,0,4,0,0,2,31,0,1,0,1,0,0,15,63
19:15:00,19:30:00,1,123,0,1,0,25,0,0,0,9,0,0,3,53,0,0,0,7,0,0,20,79
19:30:00,19:45:00,1,123,0,1,0,10,0,0,0,5,0,0,0,29,0,0,0,0,0,0,24,70
19:45:00,20:00:00,3,140,0,0,0,11,0,0,0,7,0,0,2,71,0,1,0,0,0,0,17,48
20:00:00,20:15:00,0,133,0,0,0,17,0,0,0,8,0,0,1,26,0,1,0,3,0,0,14,60
20:15:00,20:30:00,1,123,0,0,0,14,0,0,0,7,0,0,2,31,0,0,0,3,0,0,12,28
20:30:00,20:45:00,1,136,0,2,0,14,0,0,0,7,0,0,2,35,0,1,0,1,0,0,21,29
20:45:00,21:00:00,2,106,0,0,0,18,0,0,0,3,0,0,2,46,0,1,1,2,0,1,6,17
21:00:00,21:15:00,0,102,0,0,0,9,0,0,0,5,0,0,1,28,1,0,0,2,0,0,11,27
21:15:00,21:30:00,1,123,0,0,0,7,0,0,0,8,0,0,2,35,0,0,0,5,0,0,10,22
21:30:00,21:45:00,1,131,0,3,0,8,0,0,0,2,0,0,3,28,0,0,0,0,0,0,5,13
21:45:00,22:00:00,1,113,0,1,0,8,0,0,0,7,0,1,0,21,0,0,0,0,0,0,6,13
22:00:00,22:15:00,1,63,0,1,0,11,0,0,0,11,0,0,2,19,0,0,0,4,0,0,0,34
22:15:00,22:30:00,1,66,0,0,0,11,0,0,0,4,0,1,2,15,0,1,0,1,0,0,0,7
22:30:00,22:45:00,2,43,0,1,1,3,0,0,0,10,0,0,1,14,0,1,0,1,0,0,1,4
22:45:00,23:00:00,2,55,0,0,1,3,0,0,0,5,0,1,0,14,0,0,0,1,0,0,8,9
23:00:00,23:15:00,0,40,0,0,0,4,0,0,0,1,0,0,2,4,0,1,0,0,0,0,1,1
23:15:00,23:30:00,2,33,0,0,0,5,0,0,0,1,0,2,0,13,0,0,0,2,0,0,1,4
23:30:00,23:45:00,1,14,0,0,0,2,0,0,0,3,0,0,2,2,0,0,0,0,0,0,2,0
23:45:00,24:00:00,2,29,0,0,0,2,0,0,0,3,0,0,2,4,0,0,0,0,0,0,0,0
