Start,End,11113bus,11113car,11113motorbike,11113truck,11212bus,11212car,11212motorbike,11212truck,11323bus,11323car,11323motorbike,11323truck,21131bus,21131car,21131motorbike,21131truck,21213bus,21213car,21213motorbike,21213truck,12223person,22143person
11:00:00,11:15:00,3,285,0,10,0,50,0,1,0,41,0,0,0,23,0,1,0,3,0,2,16,43
11:15:00,11:30:00,6,311,0,6,0,61,0,0,0,43,0,4,0,20,0,2,0,4,0,1,21,44
11:30:00,11:45:00,4,323,0,12,0,51,0,2,0,29,0,4,0,26,0,2,0,4,0,1,25,49
11:45:00,12:00:00,5,269,0,8,0,75,0,0,0,54,0,3,0,24,0,0,0,3,0,1,31,56
12:00:00,12:15:00,4,302,0,11,0,68,1,0,0,36,0,4,0,15,0,1,0,6,0,2,31,59
12:15:00,12:30:00,5,255,0,7,0,69,0,1,0,40,0,2,0,42,0,3,0,1,0,0,31,72
12:30:00,12:45:00,4,315,0,12,0,40,0,0,0,54,0,4,0,27,0,4,0,4,0,1,30,58
12:45:00,13:00:00,7,274,0,14,0,46,0,1,0,48,0,2,0,14,0,1,0,3,0,1,32,66
13:00:00,13:15:00,4,283,0,11,0,45,0,3,0,33,0,1,0,27,0,2,0,2,0,0,40,65
13:15:00,13:30:00,6,299,0,10,0,36,0,4,0,27,0,5,0,21,0,2,1,2,0,0,27,50
13:30:00,13:45:00,5,265,0,5,0,55,0,1,0,48,0,3,0,32,0,2,1,2,0,0,20,46
13:45:00,14:00:00,4,246,0,10,0,45,0,0,0,49,0,4,0,29,0,4,0,3,0,1,23,45
14:00:00,14:15:00,5,234,0,10,0,35,0,0,0,42,0,2,0,25,0,0,0,3,0,1,22,59
14:15:00,14:30:00,6,275,0,7,0,46,0,0,0,38,0,0,0,94,0,6,0,2,0,0,20,39
14:30:00,14:45:00,6,302,0,7,0,41,0,0,0,31,0,4,1,30,0,4,0,1,0,1,15,54
14:45:00,15:00:00,2,272,0,9,0,39,0,1,0,35,0,6,0,26,0,3,0,5,0,1,24,66
15:00:00,15:15:00,5,288,0,3,0,33,0,0,0,28,0,2,0,35,0,0,0,8,0,0,23,43
15:15:00,15:30:00,7,291,0,4,0,45,0,2,0,29,0,1,0,22,0,3,0,3,0,0,24,46
15:30:00,15:45:00,5,300,0,4,0,33,0,0,0,23,0,4,0,26,0,2,0,3,0,0,30,51
15:45:00,16:00:00,5,282,0,5,0,30,0,2,0,21,0,4,0,24,0,3,0,1,0,1,8,37
16:00:00,16:15:00,3,364,0,7,0,37,0,0,0,27,0,2,0,11,0,0,0,1,0,0,23,40
16:15:00,16:30:00,3,271,0,2,0,31,0,0,0,22,0,1,0,9,0,0,0,0,0,0,12,33
16:30:00,16:45:00,5,309,0,3,0,40,0,0,0,31,0,4,0,14,0,1,0,3,0,0,17,34
16:45:00,17:00:00,2,334,0,5,0,34,0,0,0,23,0,4,0,15,0,0,0,3,0,1,22,54
17:00:00,17:15:00,5,333,0,1,0,39,0,0,0,22,0,0,0,16,0,2,0,2,0,0,24,42
17:15:00,17:30:00,4,361,0,2,0,51,0,3,0,25,0,3,0,6,0,2,1,3,0,0,23,38
17:30:00,17:45:00,5,274,0,3,0,21,0,2,0,20,0,2,0,9,0,0,0,3,0,0,25,56
17:45:00,18:00:00,2,300,0,2,0,23,0,0,0,14,0,0,0,12,0,0,0,3,0,1,30,57
18:00:00,18:15:00,2,158,0,0,0,10,0,0,0,5,0,1,0,11,0,0,0,0,0,1,17,44
18:15:00,18:30:00,2,171,0,0,0,24,0,0,0,8,0,1,0,12,0,0,0,3,0,0,17,44
18:30:00,18:45:00,1,148,0,1,0,22,0,0,0,5,0,0,0,24,0,0,0,3,0,0,26,38
18:45:00,19:00:00,2,140,0,0,0,16,0,0,0,5,0,1,0,37,1,0,0,0,0,0,19,46
19:00:00,19:15:00,2,119,0,1,0,8,0,0,0,4,0,1,0,13,0,0,0,2,0,1,8,52
19:15:00,19:30:00,3,132,0,0,0,10,0,0,0,6,0,1,0,23,0,0,0,3,0,0,13,49
19:30:00,19:45:00,5,105,0,1,0,14,0,0,0,8,0,1,0,12,0,0,0,1,0,1,8,28
19:45:00,20:00:00,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0
20:00:00,20:15:00,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0
20:15:00,20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20:30:00,20:45:00,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
20:45:00,21:00:00,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
21:00:00,21:15:00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
21:15:00,21:30:00,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
21:30:00,21:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21:45:00,22:00:00,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
22:00:00,22:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22:15:00,22:30:00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
22:30:00,22:45:00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
22:45:00,23:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23:00:00,23:15:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23:15:00,23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:30:00,23:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23:45:00,24:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
